30,30,30,30,123,123,124,124,124,124,124,124,124,124,124,124,124,124,124,124
30,30,30,123,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124
30,123,123,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124
123,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124
124,124,124,124,124,124,124,124,124,124,124,124,124,123,123,124,124,124,124,124
124,124,124,124,124,124,123,124,124,123,124,124,124,124,124,124,124,124,124,124
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124
124,123,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124
124,124,123,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124
124,124,124,124,124,124,124,124,124,123,124,124,124,124,124,124,124,124,124,124
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124
